shipment_id,origin_port,destination_port,carrier,ship_date,base_transit_days,actual_transit_days,port_congestion_score,weather_condition,customs_complexity,cargo_weight_tons,num_stops,is_peak_season,carrier_on_time_rate,days_since_maintenance,fuel_cost_index,is_delayed
SHP04929,Hong Kong,London,COSCO,2023-12-16,20,21,0.5134,Rainy,3,14.48,0,0,0.5809,27,1.1854,1
SHP04930,Shanghai,Los Angeles,HapagLloyd,2022-07-21,14,14,0.1428,Cloudy,1,70.72,0,0,0.7725,23,0.8953,0
SHP04931,Rotterdam,New York,EverGreen,2022-03-17,10,10,0.1876,Clear,1,73.11,0,1,0.6684,75,0.9266,0
SHP04932,Hong Kong,London,MSC,2023-05-13,20,23,0.1159,Hurricane,3,12.18,1,1,0.699,43,0.7108,1
SHP04933,Guangzhou,Sydney,EverGreen,2022-07-04,15,15,0.4601,Cloudy,1,24.0,1,0,0.6297,93,0.8053,0
SHP04934,Dubai,Mumbai,COSCO,2022-01-03,5,10,0.1019,Hurricane,1,9.58,1,0,0.5495,81,0.8688,1
SHP04935,Hong Kong,London,MSC,2023-01-29,20,20,0.4005,Clear,1,31.09,0,1,0.7165,24,0.9028,0
SHP04936,Rotterdam,New York,HapagLloyd,2023-01-18,10,10,0.5265,Rainy,3,23.82,1,1,0.7917,93,1.1633,0
SHP04937,Antwerp,Chicago,HapagLloyd,2023-02-02,13,20,0.1699,Storm,2,18.74,1,1,0.7454,33,1.2805,1
SHP04938,Guangzhou,Sydney,MaerskLine,2022-02-23,15,15,0.0389,Rainy,1,43.3,1,0,0.829,176,0.8646,0
SHP04939,Guangzhou,Sydney,MSC,2022-09-02,15,15,0.3443,Clear,1,13.66,0,0,0.7085,17,0.9833,0
SHP04940,Guangzhou,Sydney,MaerskLine,2023-06-28,15,18,0.191,Rainy,3,122.69,1,1,0.8042,134,1.0139,1
SHP04941,Rotterdam,New York,EverGreen,2023-10-01,10,10,0.0399,Rainy,1,76.52,2,0,0.6281,150,0.8768,0
SHP04942,Rotterdam,New York,MaerskLine,2023-08-30,10,10,0.4176,Cloudy,1,11.82,2,0,0.7958,82,1.2903,0
SHP04943,Rotterdam,New York,MSC,2022-08-31,10,10,0.3263,Clear,1,13.62,1,0,0.7203,121,1.27,0
SHP04944,Shanghai,Los Angeles,MSC,2023-09-15,14,15,0.1311,Rainy,3,69.64,1,1,0.7203,76,0.9906,1
SHP04945,Busan,Seattle,COSCO,2023-04-17,12,15,0.5028,Cloudy,2,3.79,0,0,0.5956,176,0.9646,1
SHP04946,Hong Kong,London,HapagLloyd,2023-01-11,20,24,0.3033,Storm,1,4.26,3,0,0.7396,6,1.2068,1
SHP04947,Dubai,Mumbai,MaerskLine,2022-07-11,5,6,0.2029,Hurricane,2,4.33,0,0,0.8361,124,1.2454,1
SHP04948,Guangzhou,Sydney,MaerskLine,2023-07-01,15,15,0.4806,Clear,1,18.69,0,0,0.8524,50,1.0867,0
SHP04949,Guangzhou,Sydney,MaerskLine,2023-04-20,15,15,0.5783,Cloudy,1,17.21,0,0,0.8641,147,1.053,0
SHP04950,Hong Kong,London,EverGreen,2022-09-21,20,26,0.2137,Rainy,2,55.59,1,0,0.6398,161,1.0445,1
SHP04951,Busan,Seattle,HapagLloyd,2022-10-20,12,13,0.5691,Cloudy,1,22.07,0,1,0.7907,112,1.1172,1
SHP04952,Busan,Seattle,COSCO,2022-04-03,12,12,0.0796,Rainy,1,4.58,0,1,0.5304,113,0.9567,0
SHP04953,Rotterdam,New York,HapagLloyd,2022-05-04,10,10,0.5338,Clear,2,11.9,1,0,0.7405,23,0.9711,0
SHP04954,Guangzhou,Sydney,COSCO,2022-10-18,15,15,0.2301,Rainy,2,26.49,1,0,0.562,3,1.0421,0
SHP04955,Busan,Seattle,COSCO,2022-06-10,12,14,0.1177,Storm,1,16.36,2,0,0.5766,6,0.8509,1
SHP04956,Singapore,Hamburg,HapagLloyd,2023-05-21,18,22,0.4112,Rainy,1,5.38,0,1,0.793,148,0.7469,1
SHP04957,Antwerp,Chicago,MaerskLine,2023-01-25,13,13,0.2317,Rainy,1,34.14,0,0,0.8609,168,0.9516,0
SHP04958,Shanghai,Los Angeles,MSC,2023-03-07,14,22,0.3881,Storm,3,31.89,0,1,0.7141,156,1.2984,1
SHP04959,Singapore,Hamburg,COSCO,2023-04-04,18,20,0.3346,Hurricane,2,36.73,1,0,0.6069,9,0.7248,1
SHP04960,Shanghai,Los Angeles,COSCO,2022-06-07,14,21,0.5572,Storm,1,25.8,0,0,0.5948,139,1.0918,1
SHP04961,Guangzhou,Sydney,EverGreen,2022-12-28,15,15,0.1629,Clear,2,15.77,0,1,0.655,42,0.9898,0
SHP04962,Rotterdam,New York,COSCO,2022-03-14,10,10,0.0169,Hurricane,1,12.86,0,0,0.5819,96,1.1403,0
SHP04963,Hong Kong,London,MSC,2022-08-24,20,27,0.3126,Clear,2,132.24,2,1,0.7216,15,1.2092,1
SHP04964,Rotterdam,New York,EverGreen,2022-11-20,10,17,0.1827,Storm,2,5.97,3,0,0.6747,55,1.0726,1
SHP04965,Guangzhou,Sydney,MaerskLine,2023-08-09,15,15,0.2132,Rainy,1,58.06,1,0,0.8475,36,1.0171,0
SHP04966,Shanghai,Los Angeles,COSCO,2022-11-06,14,14,0.4768,Cloudy,1,12.58,0,1,0.5573,65,1.0116,0
SHP04967,Rotterdam,New York,MSC,2022-11-11,10,10,0.1421,Cloudy,1,41.28,0,0,0.7033,148,0.7293,0
SHP04968,Antwerp,Chicago,HapagLloyd,2023-01-20,13,13,0.0173,Rainy,1,10.52,1,1,0.7669,129,1.0827,0
SHP04969,Busan,Seattle,COSCO,2022-11-24,12,12,0.3138,Cloudy,2,5.63,2,1,0.5462,45,1.0179,0
SHP04970,Antwerp,Chicago,HapagLloyd,2023-04-17,13,13,0.0514,Clear,3,68.92,1,0,0.7473,100,1.2963,0
SHP04971,Rotterdam,New York,HapagLloyd,2023-06-22,10,10,0.3244,Clear,1,10.38,0,0,0.729,138,1.1269,0
SHP04972,Guangzhou,Sydney,EverGreen,2023-02-19,15,15,0.4146,Rainy,2,124.73,0,0,0.6481,25,0.7528,0
SHP04973,Dubai,Mumbai,EverGreen,2022-05-07,5,5,0.5315,Rainy,1,39.65,0,0,0.6555,128,1.2951,0
SHP04974,Dubai,Mumbai,MSC,2023-05-22,5,5,0.1233,Rainy,1,44.96,0,0,0.7026,89,0.8281,0
SHP04975,Busan,Seattle,HapagLloyd,2022-01-08,12,13,0.4744,Storm,2,42.02,1,0,0.7864,162,1.252,1
SHP04976,Hong Kong,London,EverGreen,2022-09-06,20,20,0.0021,Clear,2,48.52,1,0,0.6383,2,1.0255,0
SHP04977,Antwerp,Chicago,EverGreen,2022-09-08,13,13,0.489,Clear,1,58.56,1,0,0.6627,2,1.2027,0
SHP04978,Shanghai,Los Angeles,MaerskLine,2022-01-27,14,15,0.4649,Hurricane,1,101.95,2,1,0.7953,64,0.7428,1
SHP04979,Hong Kong,London,EverGreen,2022-07-14,20,21,0.1972,Storm,1,9.01,0,1,0.6241,7,0.9629,1
SHP04980,Singapore,Hamburg,HapagLloyd,2023-11-30,18,21,0.6351,Storm,2,37.77,0,1,0.8002,15,0.8088,1
SHP04981,Singapore,Hamburg,MSC,2023-02-19,18,20,0.2233,Hurricane,2,20.85,0,0,0.7174,108,0.7174,1
SHP04982,Busan,Seattle,COSCO,2023-07-29,12,12,0.2575,Clear,2,39.67,1,1,0.5469,177,1.0594,0
SHP04983,Singapore,Hamburg,COSCO,2023-02-09,18,18,0.0208,Cloudy,1,10.74,0,0,0.5972,119,1.1934,0
SHP04984,Antwerp,Chicago,EverGreen,2023-10-31,13,15,0.2539,Hurricane,1,58.14,0,0,0.615,146,0.9524,1
SHP04985,Singapore,Hamburg,COSCO,2022-08-31,18,18,0.0835,Cloudy,1,4.25,0,0,0.5997,152,0.9568,0
SHP04986,Singapore,Hamburg,MSC,2023-10-30,18,22,0.3089,Hurricane,1,53.02,3,0,0.7036,24,1.1575,1
SHP04987,Singapore,Hamburg,MaerskLine,2022-07-06,18,19,0.2179,Cloudy,3,10.89,3,1,0.8771,20,1.1725,1
SHP04988,Shanghai,Los Angeles,HapagLloyd,2022-01-01,14,14,0.0295,Clear,1,50.93,0,1,0.7639,119,0.8098,0
SHP04989,Rotterdam,New York,EverGreen,2022-06-29,10,13,0.2219,Hurricane,1,9.1,1,1,0.6194,176,0.8472,1
SHP04990,Busan,Seattle,COSCO,2022-11-01,12,18,0.2837,Cloudy,2,10.53,0,1,0.5422,70,1.1316,1
SHP04991,Antwerp,Chicago,MaerskLine,2022-06-02,13,14,0.0921,Hurricane,2,18.78,0,0,0.8706,148,0.7225,1
SHP04992,Shanghai,Los Angeles,EverGreen,2022-03-28,14,15,0.4502,Rainy,2,11.83,1,0,0.6155,12,0.9389,1
SHP04993,Hong Kong,London,COSCO,2023-02-03,20,22,0.3222,Rainy,3,21.01,1,1,0.5777,28,1.0109,1
SHP04994,Shanghai,Los Angeles,EverGreen,2023-12-08,14,14,0.27,Rainy,2,65.16,0,0,0.6268,34,0.977,0
SHP04995,Rotterdam,New York,MSC,2022-05-08,10,12,0.7561,Hurricane,2,13.93,1,0,0.7132,94,1.2657,1
SHP04996,Shanghai,Los Angeles,MaerskLine,2022-09-09,14,15,0.1462,Storm,3,33.76,1,0,0.7926,120,1.2647,1
SHP04997,Dubai,Mumbai,MSC,2023-03-19,5,5,0.3234,Cloudy,1,11.35,0,0,0.7416,6,1.0486,0
SHP04998,Singapore,Hamburg,MSC,2023-04-24,18,29,0.5132,Storm,3,17.09,0,0,0.7402,164,1.1601,1
SHP04999,Dubai,Mumbai,MSC,2023-06-03,5,5,0.6707,Clear,1,6.62,1,0,0.7203,2,1.2586,0
SHP05000,Shanghai,Los Angeles,EverGreen,2023-05-05,14,16,0.3235,Storm,1,294.48,0,0,0.6789,75,1.1221,1
SHP05001,Shanghai,Los Angeles,EverGreen,2023-01-06,14,14,0.1608,Clear,1,121.2,0,1,0.6112,78,0.7274,0
SHP05002,Shanghai,Los Angeles,MSC,2022-12-10,14,16,0.2669,Storm,2,15.18,2,0,0.7547,41,0.8223,1
SHP05003,Hong Kong,London,MSC,2022-11-08,20,23,0.27,Hurricane,1,31.31,1,0,0.7167,79,1.0791,1
SHP05004,Singapore,Hamburg,COSCO,2022-02-08,18,18,0.3739,Clear,2,18.9,1,0,0.5919,77,0.9215,0
SHP05005,Antwerp,Chicago,COSCO,2023-05-23,13,13,0.283,Clear,1,6.14,2,1,0.577,57,0.997,0
SHP05006,Busan,Seattle,MaerskLine,2023-01-11,12,13,0.2418,Storm,2,57.96,3,0,0.7763,162,1.2261,1
SHP05007,Singapore,Hamburg,EverGreen,2023-01-16,18,19,0.1949,Storm,1,35.44,3,0,0.6539,62,1.0803,1
SHP05008,Shanghai,Los Angeles,EverGreen,2022-02-10,14,22,0.5411,Cloudy,1,18.21,0,1,0.6317,51,0.7191,1
SHP05009,Dubai,Mumbai,EverGreen,2023-11-10,5,5,0.2788,Cloudy,2,44.01,1,0,0.6158,165,0.905,0
SHP05010,Hong Kong,London,EverGreen,2022-03-14,20,20,0.1814,Rainy,1,32.42,2,0,0.6202,50,0.7331,0
SHP05011,Busan,Seattle,HapagLloyd,2023-09-02,12,16,0.1936,Storm,2,6.12,1,1,0.7813,55,0.8141,1
SHP05012,Antwerp,Chicago,HapagLloyd,2022-08-11,13,13,0.3592,Cloudy,1,51.33,3,1,0.7268,28,0.8429,0
SHP05013,Antwerp,Chicago,HapagLloyd,2023-09-05,13,22,0.4544,Hurricane,2,33.44,3,0,0.7645,92,1.1138,1
SHP05014,Rotterdam,New York,COSCO,2023-06-03,10,13,0.4122,Hurricane,1,42.58,0,0,0.5686,31,1.0281,1
SHP05015,Guangzhou,Sydney,MaerskLine,2022-11-19,15,16,0.4775,Hurricane,1,48.67,0,0,0.8489,35,0.7938,1
SHP05016,Hong Kong,London,MaerskLine,2023-11-09,20,20,0.1726,Rainy,2,5.67,1,0,0.8526,58,0.7298,0
SHP05017,Dubai,Mumbai,MSC,2023-03-23,5,5,0.3845,Storm,1,8.95,0,0,0.716,91,0.8952,0
SHP05018,Busan,Seattle,MSC,2022-08-16,12,12,0.2882,Cloudy,2,20.2,1,1,0.7146,10,1.0903,0
SHP05019,Busan,Seattle,EverGreen,2022-06-10,12,12,0.1285,Clear,1,64.24,2,1,0.5991,41,1.0302,0
SHP05020,Rotterdam,New York,MaerskLine,2023-07-30,10,10,0.3708,Rainy,2,19.66,1,0,0.8291,17,1.1549,0
SHP05021,Hong Kong,London,MSC,2023-12-18,20,22,0.5706,Rainy,3,32.93,0,1,0.7577,162,1.0342,1
SHP05022,Rotterdam,New York,MSC,2023-12-17,10,12,0.485,Storm,2,7.26,2,0,0.7565,76,1.1476,1
SHP05023,Singapore,Hamburg,MSC,2023-06-28,18,24,0.1508,Cloudy,1,3.76,2,0,0.6977,109,0.8493,1
SHP05024,Busan,Seattle,EverGreen,2023-10-15,12,12,0.2844,Rainy,2,7.19,0,1,0.6666,90,1.2679,0
SHP05025,Singapore,Hamburg,COSCO,2023-06-01,18,22,0.4434,Storm,2,49.78,0,0,0.56,40,0.8565,1
SHP05026,Antwerp,Chicago,MaerskLine,2023-06-23,13,18,0.313,Hurricane,1,10.19,3,0,0.8211,171,1.0309,1
SHP05027,Singapore,Hamburg,MSC,2023-10-21,18,18,0.1821,Cloudy,1,35.7,0,0,0.7099,123,1.2093,0
SHP05028,Antwerp,Chicago,MaerskLine,2022-10-25,13,13,0.3169,Rainy,1,25.37,0,0,0.8098,40,1.0603,0
SHP05029,Rotterdam,New York,EverGreen,2023-12-16,10,20,0.1473,Hurricane,2,20.44,0,1,0.6448,161,0.7721,1
SHP05030,Rotterdam,New York,MSC,2023-01-14,10,11,0.2239,Rainy,1,19.65,1,0,0.7198,145,1.0799,1
SHP05031,Guangzhou,Sydney,COSCO,2023-08-12,15,16,0.4457,Storm,2,36.37,1,0,0.5748,166,0.8621,1
SHP05032,Busan,Seattle,EverGreen,2022-11-29,12,12,0.3843,Clear,1,2.45,0,0,0.6288,0,0.9637,0
SHP05033,Guangzhou,Sydney,EverGreen,2023-02-01,15,17,0.2806,Hurricane,1,58.37,2,1,0.6297,176,1.0349,1
SHP05034,Dubai,Mumbai,HapagLloyd,2023-09-28,5,5,0.0491,Cloudy,3,25.1,1,0,0.7368,5,0.8483,0
SHP05035,Antwerp,Chicago,MSC,2022-05-03,13,13,0.1822,Cloudy,1,17.35,0,0,0.7047,31,0.8837,0
SHP05036,Shanghai,Los Angeles,HapagLloyd,2022-05-25,14,14,0.1749,Clear,1,17.74,1,0,0.7473,123,0.9322,0
SHP05037,Guangzhou,Sydney,MaerskLine,2022-01-08,15,16,0.069,Storm,3,17.03,1,0,0.794,34,0.7584,1
SHP05038,Rotterdam,New York,EverGreen,2022-11-23,10,11,0.2553,Rainy,1,35.98,1,0,0.6766,83,0.937,1
SHP05039,Antwerp,Chicago,HapagLloyd,2022-12-05,13,13,0.0542,Storm,2,7.25,0,0,0.7313,20,1.0672,0
SHP05040,Antwerp,Chicago,HapagLloyd,2023-01-03,13,13,0.2041,Storm,2,12.46,2,0,0.7147,66,1.2807,0
SHP05041,Antwerp,Chicago,COSCO,2022-06-26,13,13,0.1204,Clear,1,39.22,0,0,0.5684,139,1.1333,0
SHP05042,Busan,Seattle,EverGreen,2022-01-08,12,17,0.3727,Storm,3,76.47,0,1,0.6154,162,1.1163,1
SHP05043,Shanghai,Los Angeles,EverGreen,2023-06-18,14,15,0.1806,Hurricane,2,43.79,0,0,0.5522,95,1.2299,1
SHP05044,Guangzhou,Sydney,HapagLloyd,2022-02-28,15,15,0.4015,Cloudy,2,19.54,0,1,0.7958,114,0.7764,0
SHP05045,Hong Kong,London,MaerskLine,2022-09-19,20,24,0.1964,Storm,1,57.33,2,0,0.8418,119,1.1232,1
SHP05046,Hong Kong,London,MaerskLine,2022-09-20,20,20,0.1614,Cloudy,1,7.74,0,1,0.8668,160,0.7581,0
SHP05047,Busan,Seattle,COSCO,2023-08-26,12,12,0.1292,Clear,2,55.84,0,0,0.538,84,0.8379,0
SHP05048,Antwerp,Chicago,COSCO,2022-07-26,13,13,0.1183,Clear,2,36.29,1,1,0.5371,34,0.8894,0
SHP05049,Dubai,Mumbai,HapagLloyd,2023-03-13,5,5,0.085,Storm,1,10.53,0,0,0.7477,111,0.863,0
SHP05050,Shanghai,Los Angeles,HapagLloyd,2023-04-27,14,14,0.1637,Cloudy,3,200.54,1,0,0.7922,24,0.7687,0
SHP05051,Shanghai,Los Angeles,MaerskLine,2022-09-09,14,18,0.1763,Storm,2,10.16,0,1,0.81,177,1.242,1
SHP05052,Guangzhou,Sydney,MSC,2022-11-02,15,15,0.3308,Clear,1,10.01,1,0,0.6742,69,0.8009,0
SHP05053,Busan,Seattle,MSC,2023-02-26,12,12,0.1276,Cloudy,3,59.24,2,0,0.6769,146,0.8206,0
SHP05054,Shanghai,Los Angeles,MSC,2022-12-07,14,14,0.5244,Clear,2,119.62,0,0,0.73,122,0.9251,0
SHP05055,Shanghai,Los Angeles,HapagLloyd,2022-08-17,14,15,0.2204,Hurricane,2,20.94,1,0,0.7434,101,0.7157,1
SHP05056,Shanghai,Los Angeles,HapagLloyd,2022-08-06,14,14,0.1102,Rainy,2,40.7,1,0,0.7467,46,1.1474,0
SHP05057,Busan,Seattle,HapagLloyd,2023-03-20,12,12,0.2942,Clear,1,121.9,0,0,0.7638,174,1.0611,0
SHP05058,Rotterdam,New York,HapagLloyd,2023-08-13,10,15,0.3489,Storm,2,22.56,1,0,0.7975,66,1.0577,1
SHP05059,Antwerp,Chicago,MSC,2022-06-06,13,20,0.0795,Rainy,1,18.84,1,0,0.7172,164,1.1996,1
SHP05060,Busan,Seattle,MaerskLine,2023-09-17,12,12,0.1961,Cloudy,1,37.66,2,0,0.7542,29,1.117,0
SHP05061,Busan,Seattle,HapagLloyd,2022-02-13,12,12,0.2389,Clear,2,36.66,0,1,0.807,64,1.2845,0
SHP05062,Antwerp,Chicago,MSC,2023-01-22,13,13,0.1305,Rainy,2,8.51,0,0,0.7398,50,1.0546,0
SHP05063,Antwerp,Chicago,COSCO,2022-01-15,13,15,0.3775,Hurricane,2,46.43,0,0,0.5794,54,0.8993,1
SHP05064,Hong Kong,London,EverGreen,2023-11-25,20,25,0.3629,Cloudy,3,14.94,0,0,0.6797,93,0.7215,1
SHP05065,Shanghai,Los Angeles,COSCO,2023-07-16,14,19,0.1832,Hurricane,1,12.33,1,0,0.6,61,1.0405,1
SHP05066,Shanghai,Los Angeles,MSC,2023-09-24,14,16,0.74,Storm,1,52.13,1,1,0.6967,134,0.9839,1
SHP05067,Busan,Seattle,COSCO,2022-02-15,12,12,0.1704,Cloudy,1,28.75,0,0,0.5331,132,1.1329,0
SHP05068,Dubai,Mumbai,MaerskLine,2023-09-07,5,5,0.5438,Rainy,1,21.05,0,0,0.8102,137,1.0169,0
SHP05069,Singapore,Hamburg,COSCO,2022-01-18,18,21,0.1831,Hurricane,1,33.25,1,1,0.6464,96,0.929,1
SHP05070,Antwerp,Chicago,MSC,2022-08-21,13,21,0.2761,Rainy,1,51.16,2,1,0.7094,121,0.8984,1
SHP05071,Rotterdam,New York,HapagLloyd,2023-04-28,10,10,0.0813,Storm,1,22.57,0,0,0.7664,0,1.2484,0
SHP05072,Busan,Seattle,HapagLloyd,2023-09-17,12,24,0.3933,Storm,3,70.96,0,0,0.7975,133,0.7097,1
SHP05073,Hong Kong,London,MaerskLine,2023-03-12,20,20,0.156,Rainy,1,8.51,2,1,0.7919,5,1.2549,0
SHP05074,Busan,Seattle,HapagLloyd,2023-05-28,12,25,0.6005,Cloudy,2,39.35,1,1,0.8025,70,0.8156,1
SHP05075,Singapore,Hamburg,HapagLloyd,2023-06-17,18,18,0.0525,Rainy,1,32.43,1,0,0.7541,165,1.0585,0
SHP05076,Guangzhou,Sydney,HapagLloyd,2023-03-07,15,15,0.0931,Rainy,1,39.38,1,1,0.7876,85,1.121,0
SHP05077,Singapore,Hamburg,MSC,2023-03-16,18,19,0.5693,Cloudy,1,34.22,0,1,0.7608,54,1.2182,1
SHP05078,Shanghai,Los Angeles,COSCO,2023-09-30,14,19,0.553,Hurricane,1,23.67,1,0,0.576,25,0.7133,1
SHP05079,Busan,Seattle,MSC,2023-05-08,12,21,0.2626,Storm,1,67.11,2,0,0.7402,49,0.9263,1
SHP05080,Busan,Seattle,HapagLloyd,2023-03-31,12,12,0.1326,Cloudy,1,22.8,2,1,0.7738,13,1.0807,0
SHP05081,Dubai,Mumbai,MaerskLine,2023-08-28,5,6,0.2662,Storm,3,18.46,2,0,0.8329,142,0.7697,1
SHP05082,Dubai,Mumbai,MaerskLine,2023-06-27,5,5,0.1293,Rainy,1,42.76,2,1,0.8401,132,0.9796,0
SHP05083,Rotterdam,New York,EverGreen,2022-10-29,10,14,0.5755,Hurricane,3,21.25,0,0,0.6145,46,0.8099,1
SHP05084,Singapore,Hamburg,EverGreen,2023-07-31,18,18,0.1344,Rainy,3,4.16,1,0,0.6993,97,1.2195,0
SHP05085,Busan,Seattle,EverGreen,2022-01-24,12,15,0.2124,Hurricane,1,5.0,2,0,0.6786,14,1.2049,1
SHP05086,Guangzhou,Sydney,MSC,2022-05-28,15,20,0.3385,Cloudy,1,3.0,0,1,0.7075,92,0.9388,1
SHP05087,Dubai,Mumbai,EverGreen,2023-05-30,5,5,0.4198,Clear,1,28.87,2,0,0.6031,45,1.0587,0
SHP05088,Shanghai,Los Angeles,MSC,2023-11-27,14,14,0.1079,Cloudy,3,35.13,0,1,0.683,160,0.864,0
SHP05089,Shanghai,Los Angeles,MaerskLine,2022-10-07,14,14,0.0926,Storm,1,23.26,1,0,0.8622,137,0.8964,0
SHP05090,Antwerp,Chicago,MaerskLine,2023-04-23,13,14,0.3464,Hurricane,1,47.67,2,1,0.8431,99,0.9056,1
SHP05091,Antwerp,Chicago,HapagLloyd,2022-03-14,13,13,0.1653,Rainy,2,24.14,0,0,0.7587,61,1.0263,0
SHP05092,Antwerp,Chicago,EverGreen,2022-07-27,13,13,0.3754,Storm,1,3.42,1,0,0.6339,116,1.2741,0
SHP05093,Rotterdam,New York,HapagLloyd,2022-02-10,10,12,0.2035,Hurricane,1,8.56,0,0,0.7817,44,0.9445,1
SHP05094,Antwerp,Chicago,MSC,2022-12-28,13,14,0.4356,Storm,3,75.86,0,0,0.711,70,1.2707,1
SHP05095,Rotterdam,New York,COSCO,2023-07-26,10,25,0.3438,Storm,2,10.66,0,0,0.6459,129,1.0284,1
SHP05096,Busan,Seattle,COSCO,2023-12-31,12,13,0.2474,Hurricane,2,24.28,0,0,0.5993,161,1.1884,1
SHP05097,Guangzhou,Sydney,MSC,2022-08-04,15,15,0.1522,Storm,1,13.93,1,0,0.6767,136,1.2653,0
SHP05098,Busan,Seattle,HapagLloyd,2022-07-30,12,13,0.0811,Hurricane,2,4.93,1,0,0.7937,137,1.1235,1
SHP05099,Shanghai,Los Angeles,MSC,2023-02-13,14,14,0.4069,Clear,2,50.65,0,0,0.7585,28,0.8163,0
SHP05100,Rotterdam,New York,MSC,2023-11-29,10,10,0.386,Cloudy,2,23.7,1,0,0.7244,116,1.1739,0
SHP05101,Rotterdam,New York,MSC,2023-11-15,10,10,0.2219,Clear,1,3.75,0,0,0.7369,83,0.7593,0
SHP05102,Shanghai,Los Angeles,COSCO,2023-07-14,14,14,0.623,Clear,2,23.84,0,0,0.5781,20,1.0953,0
SHP05103,Rotterdam,New York,MSC,2023-07-07,10,16,0.4501,Hurricane,3,47.19,0,0,0.7599,104,0.7292,1
SHP05104,Guangzhou,Sydney,MaerskLine,2022-01-28,15,17,0.2178,Hurricane,2,29.17,0,0,0.7903,129,0.7473,1
SHP05105,Antwerp,Chicago,MaerskLine,2023-09-03,13,15,0.7256,Storm,2,4.3,0,0,0.8043,16,0.7098,1
SHP05106,Shanghai,Los Angeles,MaerskLine,2022-05-16,14,14,0.0758,Clear,1,12.07,1,0,0.8318,2,1.0878,0
SHP05107,Dubai,Mumbai,EverGreen,2022-05-28,5,5,0.0457,Cloudy,1,11.18,2,0,0.6373,7,0.9805,0
SHP05108,Guangzhou,Sydney,HapagLloyd,2022-08-18,15,16,0.2413,Hurricane,3,12.36,0,0,0.7826,142,1.2952,1
SHP05109,Busan,Seattle,HapagLloyd,2023-09-15,12,13,0.0564,Storm,2,4.72,2,0,0.8025,108,1.2901,1
SHP05110,Antwerp,Chicago,MaerskLine,2022-02-15,13,13,0.0783,Cloudy,1,52.18,0,0,0.818,60,1.0772,0
SHP05111,Guangzhou,Sydney,EverGreen,2023-09-21,15,15,0.2187,Rainy,1,45.34,0,0,0.5814,125,1.2056,0
SHP05112,Guangzhou,Sydney,HapagLloyd,2022-07-15,15,15,0.3034,Cloudy,2,37.11,0,0,0.7878,1,1.2977,0
SHP05113,Hong Kong,London,COSCO,2023-05-14,20,22,0.1568,Storm,1,50.58,0,1,0.6395,142,1.1367,1
SHP05114,Antwerp,Chicago,MSC,2023-11-05,13,13,0.5385,Clear,2,12.2,1,0,0.6736,9,0.923,0
SHP05115,Dubai,Mumbai,MaerskLine,2023-10-10,5,5,0.143,Rainy,3,18.45,0,0,0.8253,49,0.8895,0
SHP05116,Shanghai,Los Angeles,COSCO,2022-02-03,14,14,0.2141,Storm,2,13.4,0,0,0.5484,12,0.9273,0
SHP05117,Hong Kong,London,MSC,2023-09-25,20,29,0.238,Clear,2,16.36,0,0,0.6568,116,1.0639,1
SHP05118,Dubai,Mumbai,HapagLloyd,2022-10-14,5,5,0.4275,Rainy,2,37.73,0,0,0.7844,90,1.1316,0
SHP05119,Busan,Seattle,MaerskLine,2023-06-06,12,12,0.3624,Rainy,2,5.13,1,0,0.8319,158,0.7749,0
SHP05120,Dubai,Mumbai,MaerskLine,2022-11-12,5,5,0.282,Clear,2,60.76,0,0,0.7646,124,1.2209,0
SHP05121,Antwerp,Chicago,MaerskLine,2022-08-21,13,13,0.6627,Clear,1,8.45,0,0,0.8617,42,0.9511,0
SHP05122,Hong Kong,London,MaerskLine,2023-03-31,20,22,0.25,Cloudy,3,29.02,0,0,0.8526,135,1.1838,1
SHP05123,Rotterdam,New York,COSCO,2023-07-01,10,13,0.3676,Storm,1,59.99,2,0,0.5875,28,0.8894,1
SHP05124,Rotterdam,New York,MaerskLine,2023-04-07,10,16,0.344,Hurricane,2,50.89,0,0,0.8216,172,1.1076,1
SHP05125,Antwerp,Chicago,HapagLloyd,2022-05-26,13,13,0.6919,Clear,3,13.5,0,0,0.771,131,1.0453,0
SHP05126,Dubai,Mumbai,COSCO,2023-06-09,5,5,0.3743,Rainy,1,3.11,0,0,0.5669,148,0.8749,0
SHP05127,Busan,Seattle,COSCO,2023-08-12,12,14,0.5109,Storm,1,10.55,1,0,0.5972,97,1.0545,1
SHP05128,Busan,Seattle,MaerskLine,2023-03-10,12,12,0.1932,Cloudy,1,6.21,0,0,0.8322,66,1.2491,0
SHP05129,Guangzhou,Sydney,COSCO,2022-08-12,15,15,0.3753,Clear,3,23.41,0,1,0.5721,59,1.2665,0
SHP05130,Singapore,Hamburg,HapagLloyd,2023-05-26,18,23,0.3568,Rainy,2,8.03,1,0,0.7418,82,1.1352,1
SHP05131,Dubai,Mumbai,MaerskLine,2023-05-26,5,5,0.2705,Rainy,1,5.58,2,0,0.8242,113,0.7241,0
SHP05132,Hong Kong,London,EverGreen,2023-12-22,20,20,0.2693,Cloudy,1,108.72,0,0,0.6699,103,0.9894,0
SHP05133,Singapore,Hamburg,EverGreen,2023-02-07,18,18,0.0756,Cloudy,2,32.57,1,1,0.6403,92,0.8265,0
